Clone ID,Mating Type /Het /Hom,Rec Number,SystematicName,SGD ID,Gene ID,Gene Symbol,Gene Description,SGD Description,transOMIC PRC,,
Mat-alpha-YOR298W  ,Mat-alpha,11594,YOR298W  ,S000005824,854473,MUM3,Protein of unknown function involved in the organization of the outer spore wall layers; has similarity to the tafazzins superfamily of acyltransferases,,MatAlpha_106_G3,,
Mat-alpha-YOR299W  ,Mat-alpha,11595,YOR299W  ,S000005825,854475,BUD7,"Member of the ChAPs family (Chs5p-Arf1p-binding proteins); members include Bch1p, Bch2p, Bud7p, and Chs6p; ChAPs family proteins form the exomer complex with Chs5p to mediate export of specific cargo proteins, including Chs3p, from the Golgi to the plasma membrane; BUD7 has a paralog, BCH1, that arose from the whole genome duplication",,MatAlpha_106_G4,,
Mat-alpha-YOR301W  ,Mat-alpha,11597,YOR301W  ,S000005827,854477,RAX1,Protein involved in bud site selection during bipolar budding; localization requires Rax2p; has similarity to members of the insulin-related peptide superfamily,,MatAlpha_106_G5,,
Mat-alpha-YOR302W  ,Mat-alpha,11598,YOR302W  ,S000005828,854478,YOR302W,"CPA1 uORF, Arginine attenuator peptide, regulates translation of the CPA1 mRNA",,MatAlpha_106_G6,,
Mat-alpha-YOR303W  ,Mat-alpha,11599,YOR303W  ,S000005829,854479,CPA1,"Small subunit of carbamoyl phosphate synthetase, which catalyzes a step in the synthesis of citrulline, an arginine precursor; translationally regulated by an attenuator peptide encoded by YOR302W within the CPA1 mRNA 5'-leader",,MatAlpha_106_G7,,
Mat-alpha-YOR304C-A,Mat-alpha,11600,YOR304C-A,S000005830,854481,YOR304C-A,Protein of unknown function; interacts with actin nucleation-promoting factor Bud6p; localizes to bud tip and bud neck,,MatAlpha_106_G8,,
Mat-alpha-YOR304W  ,Mat-alpha,11601,YOR304W  ,S000005831,854480,ISW2,"ATP-dependent DNA translocase involved in chromatin remodeling; ATPase component that, with Itc1p, forms a complex required for repression of a-specific genes, INO1, and early meiotic genes during mitotic growth; the Isw2 complex exhibits basal levels of chromatin binding throughout the genome as well as target-specific chromatin interactions",,MatAlpha_106_G9,,
Mat-alpha-YOR312C  ,Mat-alpha,11609,YOR312C  ,S000005839,854489,RPL20B,"Ribosomal 60S subunit protein L20B; homologous to mammalian ribosomal protein L18A, no bacterial homolog; RPL20B has a paralog, RPL20A, that arose from the whole genome duplication",,MatAlpha_106_H1,,
Mat-alpha-YOR323C  ,Mat-alpha,11620,YOR323C  ,S000005850,854501,PRO2,"Gamma-glutamyl phosphate reductase, catalyzes the second step in proline biosynthesis",,MatAlpha_106_H10,,
Mat-alpha-YOR324C  ,Mat-alpha,11621,YOR324C  ,S000005851,854503,FRT1,"Tail-anchored ER membrane protein of unknown function; substrate of the phosphatase calcineurin; interacts with homolog Frt2p; promotes cell growth in stress conditions, possibly via a role in posttranslational translocation; FRT1 has a paralog, FRT2, that arose from the whole genome duplication",,MatAlpha_106_H11,,
Mat-alpha-YOR327C  ,Mat-alpha,11624,YOR327C  ,S000005854,854505,SNC2,"Vesicle membrane receptor protein (v-SNARE); involved in the fusion between Golgi-derived secretory vesicles with the plasma membrane; member of the synaptobrevin/VAMP family of R-type v-SNARE proteins; SNC2 has a paralog, SNC1, that arose from the whole genome duplication",,MatAlpha_106_H12,,
Mat-alpha-YOR313C  ,Mat-alpha,11610,YOR313C  ,S000005840,854490,SPS4,Protein whose expression is induced during sporulation; not required for sporulation; heterologous expression in E. coli induces the SOS response that senses DNA damage,,MatAlpha_106_H2,,
Mat-alpha-YOR314W  ,Mat-alpha,11611,YOR314W  ,S000005841,,,,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data",MatAlpha_106_H4,,
Mat-alpha-YOR315W  ,Mat-alpha,11612,YOR315W  ,S000005842,854493,SFG1,"Nuclear protein, putative transcription factor required for growth of superficial pseudohyphae (which do not invade the agar substrate) but not for invasive pseudohyphal growth; may act together with Phd1p; potential Cdc28p substrate",,MatAlpha_106_H5,,
Mat-alpha-YOR316C  ,Mat-alpha,11613,YOR316C  ,S000005843,854494,COT1,"Vacuolar transporter that mediates zinc transport into the vacuole; overexpression confers resistance to cobalt and rhodium; protein abundance increases in response to DNA replication stress; COT1 has a paralog, ZRC1, that arose from the whole genome duplication",,MatAlpha_106_H6,,
Mat-alpha-YOR320C  ,Mat-alpha,11617,YOR320C  ,S000005847,854498,GNT1,N-acetylglucosaminyltransferase capable of modification of N-linked glycans in the Golgi apparatus,,MatAlpha_106_H7,,
Mat-alpha-YOR321W  ,Mat-alpha,11618,YOR321W  ,S000005848,854499,PMT3,"Protein O-mannosyltransferase; transfers mannose residues from dolichyl phosphate-D-mannose to protein serine/threonine residues; acts in a complex with Pmt5p, can instead interact with Pmt1p in some conditions; antifungal drug target; PMT3 has a paralog, PMT2, that arose from the whole genome duplication",,MatAlpha_106_H8,,
Mat-alpha-YOR322C  ,Mat-alpha,11619,YOR322C  ,S000005849,854500,LDB19,"Protein involved in regulating the endocytosis of plasma membrane proteins by recruiting the ubiquitin ligase Rsp5p to its target; inhibited by Npr1p-mediated phosphorylation, which affects translocation between the cytosol and the plasma membrane; null mutant has reduced affinity for alcian blue dye",,MatAlpha_106_H9,,
Mat-alpha-YOR328W  ,Mat-alpha,11625,YOR328W  ,S000005855,854506,PDR10,"ATP-binding cassette (ABC) transporter, multidrug transporter involved in the pleiotropic drug resistance network; regulated by Pdr1p and Pdr3p",,MatAlpha_107_A1,,
Mat-alpha-YOR344C  ,Mat-alpha,11641,YOR344C  ,S000005871,854525,TYE7,Serine-rich protein that contains a basic-helix-loop-helix (bHLH) DNA binding motif; binds E-boxes of glycolytic genes and contributes to their activation; may function as a transcriptional activator in Ty1-mediated gene expression,,MatAlpha_107_A10,,
Mat-alpha-YOR346W  ,Mat-alpha,11643,YOR346W  ,S000005873,854527,REV1,"Deoxycytidyl transferase; involved in repair of abasic sites and adducted guanines in damaged DNA by translesion synthesis (TLS); forms a complex with the subunits of DNA polymerase zeta, Rev3p and Rev7p; relocalizes from nucleus to cytoplasm upon DNA replication stress",,MatAlpha_107_A11,,
Mat-alpha-YOR347C  ,Mat-alpha,11644,YOR347C  ,S000005874,854529,PYK2,"Pyruvate kinase; appears to be modulated by phosphorylation; transcription repressed by glucose, and Pyk2p may be active under low glycolytic flux; PYK2 has a paralog, CDC19, that arose from the whole genome duplication",,MatAlpha_107_A12,,
Mat-alpha-YOR332W  ,Mat-alpha,11629,YOR332W  ,S000005859,854509,VMA4,Subunit E of the V1 domain of the vacuolar H+-ATPase (V-ATPase); V-ATPase is an electrogenic proton pump found throughout the endomembrane system; V1 domain has eight subunits; required for the V1 domain to assemble onto the vacuolar membrane; protein abundance increases in response to DNA replication stress,,MatAlpha_107_A2,,
Mat-alpha-YOR334W  ,Mat-alpha,11631,YOR334W  ,S000005861,854511,MRS2,"Mitochondrial inner membrane Mg(2+) channel, required for maintenance of intramitochondrial Mg(2+) concentrations at the correct level to support splicing of group II introns",,MatAlpha_107_A3,,
Mat-alpha-YOR337W  ,Mat-alpha,11634,YOR337W  ,S000005864,854515,TEA1,Ty1 enhancer activator required for full levels of Ty enhancer-mediated transcription; C6 zinc cluster DNA-binding protein,,MatAlpha_107_A4,,
Mat-alpha-YOR338W  ,Mat-alpha,11635,YOR338W  ,S000005865,854516,YOR338W,"Putative protein of unknown function; YOR338W transcription is regulated by Azf1p and its transcript is a specific target of the G protein effector Scp160p; identified as being required for sporulation in a high-throughput mutant screen; YOR338W has a paralog, FUN19, that arose from the whole genome duplication",,MatAlpha_107_A5,,
Mat-alpha-YOR339C  ,Mat-alpha,11636,YOR339C  ,S000005866,854517,UBC11,"Ubiquitin-conjugating enzyme most similar in sequence to Xenopus ubiquitin-conjugating enzyme E2-C, but not a true functional homolog of this E2; unlike E2-C, not required for the degradation of mitotic cyclin Clb2",,MatAlpha_107_A6,,
Mat-alpha-YOR342C  ,Mat-alpha,11639,YOR342C  ,S000005869,854520,YOR342C,"Protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and the nucleus; relocalizes from nucleus to cytoplasm upon DNA replication stress; YOR342C has a paralog, YAL037W, that arose from the whole genome duplication",,MatAlpha_107_A8,,
Mat-alpha-YOR343C  ,Mat-alpha,11640,YOR343C  ,S000005870,,,,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data",MatAlpha_107_A9,,
Mat-alpha-YOR348C  ,Mat-alpha,11645,YOR348C  ,S000005875,854530,PUT4,"Proline permease, required for high-affinity transport of proline; also transports the toxic proline analog azetidine-2-carboxylate (AzC); PUT4 transcription is repressed in ammonia-grown cells",,MatAlpha_107_B1,,
Mat-alpha-YOR358W  ,Mat-alpha,11655,YOR358W  ,S000005885,854540,HAP5,"Subunit of the heme-activated, glucose-repressed Hap2/3/4/5 CCAAT-binding complex, a transcriptional activator and global regulator of respiratory gene expression; required for assembly and DNA binding activity of the complex",,MatAlpha_107_B10,,
Mat-alpha-YOR359W  ,Mat-alpha,11656,YOR359W  ,S000005886,854541,VTS1,Flap-structured DNA-binding and RNA-binding protein; stimulates deadenylation-dependent mRNA degradation mediated by the CCR4-NOT deadenylase complex; member of the Smaug (Smg) family of post-transcriptional regulators which bind RNA through a conserved sterile alpha motif (SAM) domain that interacts with Smg recognition element (SREs) containing transcripts; stimulates Dna2p endonuclease activity,,MatAlpha_107_B11,,
Mat-alpha-YOR360C  ,Mat-alpha,11657,YOR360C  ,S000005887,854542,PDE2,"High-affinity cyclic AMP phosphodiesterase, component of the cAMP-dependent protein kinase signaling system, protects the cell from extracellular cAMP, contains readthrough motif surrounding termination codon",,MatAlpha_107_B12,,
Mat-alpha-YOR349W  ,Mat-alpha,11646,YOR349W  ,S000005876,854531,CIN1,Tubulin folding factor D involved in beta-tubulin (Tub2p) folding; isolated as mutant with increased chromosome loss and sensitivity to benomyl,,MatAlpha_107_B2,,
Mat-alpha-YOR350C  ,Mat-alpha,11647,YOR350C  ,S000005877,854532,MNE1,Mitochondrial matrix protein involved in splicing Group I aI5-beta intron from COX1 mRNA,,MatAlpha_107_B3,,
Mat-alpha-YOR351C  ,Mat-alpha,11648,YOR351C  ,S000005878,854533,MEK1,"Meiosis-specific serine/threonine protein kinase; functions in meiotic checkpoint, promotes recombination between homologous chromosomes by suppressing double strand break repair between sister chromatids; stabilizes Hop1-Thr318 phosphorylation to promote interhomolog recombination and checkpoint responses during meiosis",,MatAlpha_107_B4,,
Mat-alpha-YOR352W  ,Mat-alpha,11649,YOR352W  ,S000005879,854534,TFB6,"Subunit of TFIIH complex; facilities dissociation of the Ssl2p helices from TFIIH; expression levels regulated by Arg5,6p; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and nucleus",,MatAlpha_107_B5,,
Mat-alpha-YOR354C  ,Mat-alpha,11651,YOR354C  ,S000005881,854536,MSC6,"Protein of unknown function; mutant is defective in directing meiotic recombination events to homologous chromatids; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies",,MatAlpha_107_B6,,
Mat-alpha-YOR355W  ,Mat-alpha,11652,YOR355W  ,S000005882,854537,GDS1,"Protein of unknown function, required for growth on glycerol as a carbon source; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies",,MatAlpha_107_B7,,
Mat-alpha-YOR356W  ,Mat-alpha,11653,YOR356W  ,S000005883,854538,CIR2,Putative ortholog of human electron transfer flavoprotein dehydrogenase (ETF-dH); found in a large supramolecular complex with other mitochondrial dehydrogenases; may have a role in oxidative stress response,,MatAlpha_107_B8,,
Mat-alpha-YOR357C  ,Mat-alpha,11654,YOR357C  ,S000005884,854539,SNX3,Sorting nexin required to maintain late-Golgi resident enzymes in their proper location by recycling molecules from the prevacuolar compartment; contains a PX domain and sequence similarity to human Snx3p,,MatAlpha_107_B9,,
Mat-alpha-YOR363C  ,Mat-alpha,11660,YOR363C  ,S000005890,854545,PIP2,"Autoregulatory oleate-specific transcriptional activator of peroxisome proliferation, contains Zn(2)-Cys(6) cluster domain, forms heterodimer with Oaf1p, binds oleate response elements (OREs), activates beta-oxidation genes; PIP2 has a paralog, OAF1, that arose from the whole genome duplication",,MatAlpha_107_C1,,
Mat-alpha-YOR380W  ,Mat-alpha,11677,YOR380W  ,S000005907,854562,RDR1,Transcriptional repressor involved in the control of multidrug resistance; negatively regulates expression of the PDR5 gene; member of the Gal4p family of zinc cluster proteins,,MatAlpha_107_C10,,
Mat-alpha-YOR381W  ,Mat-alpha,11678,YOR381W  ,S000005908,854563,FRE3,"Ferric reductase, reduces siderophore-bound iron prior to uptake by transporters; expression induced by low iron levels",,MatAlpha_107_C11,,
Mat-alpha-YOR382W  ,Mat-alpha,11679,YOR382W  ,S000005909,854564,FIT2,"Mannoprotein that is incorporated into the cell wall via a glycosylphosphatidylinositol (GPI) anchor, involved in the retention of siderophore-iron in the cell wall",,MatAlpha_107_C12,,
Mat-alpha-YOR365C  ,Mat-alpha,11662,YOR365C  ,S000005892,854548,YOR365C,"Putative protein of unknown function; not an essential protein; YOR365C has a paralog, FLC2, that arose from the whole genome duplication",,MatAlpha_107_C2,,
Mat-alpha-YOR367W  ,Mat-alpha,11664,YOR367W  ,S000005894,854549,SCP1,"Component of yeast cortical actin cytoskeleton, binds and cross links actin filaments; originally identified by its homology to calponin (contains a calponin-like repeat) but the Scp1p domain structure is more similar to transgelin",,MatAlpha_107_C3,,
Mat-alpha-YOR368W  ,Mat-alpha,11665,YOR368W  ,S000005895,854550,RAD17,"Checkpoint protein, involved in the activation of the DNA damage and meiotic pachytene checkpoints; with Mec3p and Ddc1p, forms a clamp that is loaded onto partial duplex DNA; homolog of human and S. pombe Rad1 and U. maydis Rec1 proteins",,MatAlpha_107_C4,,
Mat-alpha-YOR371C  ,Mat-alpha,11668,YOR371C  ,S000005898,854553,GPB1,"Multistep regulator of cAMP-PKA signaling; inhibits PKA downstream of Gpa2p and Cyr1p, thereby increasing cAMP dependency; promotes ubiquitin-dependent proteolysis of Ira2p; regulated by G-alpha protein Gpa2p; GPB1 has a paralog, GPB2, that arose from the whole genome duplication",,MatAlpha_107_C5,,
Mat-alpha-YOR374W  ,Mat-alpha,11671,YOR374W  ,S000005901,854556,ALD4,"Mitochondrial aldehyde dehydrogenase, required for growth on ethanol and conversion of acetaldehyde to acetate; phosphorylated; activity is K+ dependent; utilizes NADP+ or NAD+ equally as coenzymes; expression is glucose repressed",,MatAlpha_107_C6,,
Mat-alpha-YOR376W  ,Mat-alpha,11673,YOR376W  ,S000005903,,,,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; YOR376W is not an essential gene",MatAlpha_107_C7,,
