Clone ID,Mating Type /Het /Hom,Rec Number,SystematicName,SGD ID,Gene ID,Gene Symbol,Gene Description,SGD Description,transOMIC PRC
MATa-YDR464W,Mat-a,24298,YDR464W,S000002872,852075,SPP41,Protein of unknown function; involved in negative regulation of expression of spliceosome components PRP4 and PRP3; relocalizes to the cytosol in response to hypoxia,NA,5 B_10
MATa-YDR468C,Mat-a,24302,YDR468C,S000002876,852079,TLG1,Essential t-SNARE that forms a complex with Tlg2p and Vti1p and mediates fusion of endosome-derived vesicles with the late Golgi; binds the docking complex VFT (Vps fifty-three) through interaction with Vps51p,NA,5 B_11
MATa-YDR472W,Mat-a,24306,YDR472W,S000002880,852083,TRS31,One of 10 subunits of the transport protein particle (TRAPP) complex of the cis-Golgi which mediates vesicle docking and fusion; involved in endoplasmic reticulum (ER) to Golgi membrane traffic,NA,5 B_12
MATa-YDR473C,Mat-a,24307,YDR473C,S000002881,852084,PRP3,"Splicing factor, component of the U4/U6-U5 snRNP complex",NA,5 C_1
MATa-YDR487C,Mat-a,24321,YDR487C,S000002895,852098,RIB3,"3,4-dihydroxy-2-butanone-4-phosphate synthase (DHBP synthase), required for riboflavin biosynthesis from ribulose-5-phosphate, also has an unrelated function in mitochondrial respiration",NA,5 C_3
MATa-YDR498C,Mat-a,NA,YDR498C,NA,NA,SEC20,NA,NA,5 C_5
MATa-YDR510W,Mat-a,24344,YDR510W,S000002918,852122,SMT3,"Ubiquitin-like protein of the SUMO family, conjugated to lysine residues of target proteins; regulates chromatid cohesion, chromosome segregation, APC-mediated proteolysis, DNA replication and septin ring dynamics; phosphorylated at Ser2",NA,5 C_7
MATa-YDR527W,Mat-a,24361,YDR527W,S000002935,852139,RBA50,"Protein involved in transcription; interacts with RNA polymerase II subunits Rpb2p, Rpb3, and Rpb11p; has similarity to human RPAP1",NA,5 C_9
MATa-YDR531W,Mat-a,NA,YDR531W,NA,NA,YDR531W,NA,NA,5 C_10
MATa-YEL002C,Mat-a,20242,YEL002C,S000000728,856716,WBP1,Beta subunit of the oligosaccharyl transferase (OST) glycoprotein complex; required for N-linked glycosylation of proteins in the endoplasmic reticulum,NA,5 C_11
MATa-YEL032W,Mat-a,20273,YEL032W,S000000758,856680,MCM3,Protein involved in DNA replication; component of the Mcm2-7 hexameric complex that binds chromatin as a part of the pre-replicative complex,NA,5 D_1
MATa-YEL035C,Mat-a,20276,YEL035C,S000000761,856676,UTR5,Protein of unknown function; transcription may be regulated by Gcr1p; essential for growth under standard (aerobic) conditions but not under anaerobic conditions,NA,5 D_2
MATa-YEL058W,Mat-a,20299,YEL058W,S000000784,856652,PCM1,"Essential N-acetylglucosamine-phosphate mutase; converts GlcNAc-6-P to GlcNAc-1-P, which is a precursor for the biosynthesis of chitin and for the formation of N-glycosylated mannoproteins and glycosylphosphatidylinositol anchors",NA,5 D_3
MATa-YER003C,Mat-a,20324,YER003C,S000000805,856720,PMI40,"Mannose-6-phosphate isomerase, catalyzes the interconversion of fructose-6-P and mannose-6-P; required for early steps in protein mannosylation",NA,5 D_4
MATa-YER008C,Mat-a,20330,YER008C,S000000810,856726,SEC3,"Subunit of the exocyst complex; the exocyst mediates polarized targeting and tethering of post-Golgi secretory vesicles to sites of exocytosis prior to SNARE-mediated fusion; PtdIns[4,5]P2-binding protein that localizes to exocytic sites in a Rho1p-dependent, actin-independent manner, targeting and anchoring the exocyst to the plasma membrane with Exo70p; direct GTP Rho1p effector; required for ER inheritance; relocalizes away from bud neck upon DNA replication stress",NA,5 D_5
MATa-YER023W,Mat-a,20155,YER023W,S000000825,856744,PRO3,"Delta 1-pyrroline-5-carboxylate reductase, catalyzes the last step in proline biosynthesis",NA,5 D_9
MATa-YER025W,Mat-a,20157,YER025W,S000000827,856746,GCD11,Gamma subunit of the translation initiation factor eIF2; involved in the identification of the start codon; binds GTP when forming the ternary complex with GTP and tRNAi-Met; mutations in human ortholog cause X-linked intellectual disability (XLID),NA,5 D_10
MATa-YER036C,Mat-a,20168,YER036C,S000000838,856758,ARB1,"ATPase of the ATP-binding cassette (ABC) family involved in 40S and 60S ribosome biogenesis, has similarity to Gcn20p; shuttles from nucleus to cytoplasm, physically interacts with Tif6p, Lsg1p",NA,5 D_11
MATa-YER038C,Mat-a,20170,YER038C,S000000840,856760,KRE29,Subunit of the SMC5-SMC6 complex; this complex is involved in removal of X-shaped DNA structures that arise between sister chromatids during DNA replication and repair; heterozygous mutant shows haploinsufficiency in K1 killer toxin resistance,NA,5 D_12
MATa-YER043C,Mat-a,20176,YER043C,S000000845,856766,SAH1,"S-adenosyl-L-homocysteine hydrolase, catabolizes S-adenosyl-L-homocysteine which is formed after donation of the activated methyl group of S-adenosyl-L-methionine (AdoMet) to an acceptor",NA,5 E_1
MATa-YER112W,Mat-a,26110,YER112W,S000000914,856848,LSM4,"Lsm (Like Sm) protein; part of heteroheptameric complexes (Lsm2p-7p and either Lsm1p or 8p): cytoplasmic Lsm1p complex involved in mRNA decay; nuclear Lsm8p complex part of U6 snRNP and possibly involved in processing tRNA, snoRNA, and rRNA; forms cytoplasmic foci upon DNA replication stress",NA,5 E_5
MATa-YER125W,Mat-a,26124,YER125W,S000000927,856862,RSP5,"E3 ubiquitin ligase of the NEDD4 family; involved in regulating many cellular processes including MVB sorting, heat shock response, transcription, endocytosis, and ribosome stability; human homolog is involved in Liddle syndrome; mutant tolerates aneuploidy; ubiquitylates Sec23p",NA,5 E_6
MATa-YER126C,Mat-a,26125,YER126C,S000000928,856863,NSA2,"Protein constituent of 66S pre-ribosomal particles, contributes to processing of the 27S pre-rRNA",NA,5 E_7
MATa-YER133W,Mat-a,26132,YER133W,S000000935,856870,GLC7,"Type 1 serine/threonine protein phosphatase catalytic subunit; involved in various processes including glycogen metabolism, sporulation, mitosis; accumulates at mating projections by interaction with Afr1p; interacts with many regulatory subunits; involved in regulation of the nucleocytoplasmic shuttling of Hxk2p; import into nucleus is inhibited during spindle assembly checkpoint arrest",NA,5 E_9
MATa-YER147C,Mat-a,26144,YER147C,S000000949,856890,SCC4,"Subunit of cohesin loading factor (Scc2p-Scc4p), a complex required for the loading of cohesin complexes onto chromosomes; involved in establishing sister chromatid cohesion during double-strand break repair via phosphorylated histone H2AX",NA,5 E_11
MATa-YER159C,Mat-a,26156,YER159C,S000000961,856904,BUR6,Subunit of a heterodimeric NC2 transcription regulator complex with Ncb2p; complex binds to TBP and can repress transcription by preventing preinitiation complex assembly or stimulate activated transcription; homologous to human NC2alpha,NA,5 F_1
MATa-YFL002C,Mat-a,NA,YFL002C,NA,NA,SPB4,NA,NA,5 F_3
MATa-YFL008W,Mat-a,25624,YFL008W,S000001886,850540,SMC1,"Subunit of the multiprotein cohesin complex, essential protein involved in chromosome segregation and in double-strand DNA break repair; SMC chromosomal ATPase family member, binds DNA with a preference for DNA with secondary structure",NA,5 F_5
MATa-YFL009W,Mat-a,25625,YFL009W,S000001885,850539,CDC4,"F-box protein required for both the G1/S and G2/M phase transitions; modular substrate specificity factor which associates with core SCF (Cdc53p, Skp1p and Hrt1p/Rbx1p) to form the SCFCdc4 complex; SCFCdc4 acts as a ubiquitin-protein ligase directing ubiquitination of cyclin-dependent kinase (CDK) phosphorylated substrates, such as: Sic1p, Far1p, Cdc6p, Clb6p, and Cln3p",NA,5 F_6
MATa-YFL017C,Mat-a,25635,YFL017C,S000001877,850529,GNA1,"Evolutionarily conserved glucosamine-6-phosphate acetyltransferase required for multiple cell cycle events including passage through START, DNA synthesis, and mitosis; involved in UDP-N-acetylglucosamine synthesis, forms GlcNAc6P from AcCoA",NA,5 F_7
MATa-YFL022C,Mat-a,25641,YFL022C,S000001872,850522,FRS2,"Alpha subunit of cytoplasmic phenylalanyl-tRNA synthetase, forms a tetramer with Frs1p to form active enzyme; evolutionarily distant from mitochondrial phenylalanyl-tRNA synthetase based on protein sequence, but substrate binding is similar",NA,5 F_8
MATa-YFL024C,Mat-a,25643,YFL024C,S000001870,850520,EPL1,"Subunit of NuA4, an essential histone H4/H2A acetyltransferase complex; conserved region at N-terminus is essential for interaction with the NPC (nucleosome core particle); required for autophagy; homologous to Drosophila Enhancer of Polycomb",NA,5 F_9
MATa-YFL037W,Mat-a,25658,YFL037W,S000001857,850506,TUB2,"Beta-tubulin; associates with alpha-tubulin (Tub1p and Tub3p) to form tubulin dimer, which polymerizes to form microtubules; mutation in human ortholog is associated with congenital fibrosis of the extraocular muscles (CFEOM) with polymicrogyria",NA,5 F_10
MATa-YFR003C,Mat-a,25682,YFR003C,S000001899,850553,YPI1,"Regulatory subunit of the type I protein phosphatase (PP1) Glc7p; Glc7p participates in the regulation of a variety of metabolic processes including mitosis and glycogen metabolism; in vitro evidence suggests Ypi1p is an inhibitor of Glc7p while in vivo evidence suggests it is an activator; overproduction causes decreased cellular content of glycogen; partial depletion causes lithium sensitivity, while overproduction confers lithium-tolerance",NA,5 G_1
MATa-YFR005C,Mat-a,25684,YFR005C,S000001901,850555,SAD1,"Conserved zinc-finger domain protein involved in pre-mRNA splicing, required for assembly of U4 snRNA into the U4/U6 particle",NA,5 G_2
MATa-YFR029W,Mat-a,27084,YFR029W,S000001925,850587,PTR3,"Component of the SPS plasma membrane amino acid sensor system (Ssy1p-Ptr3p-Ssy5p), which senses external amino acid concentration and transmits intracellular signals that result in regulation of expression of amino acid permease genes",NA,5 G_5
MATa-YFR037C,Mat-a,25851,YFR037C,S000001933,850598,RSC8,"Component of the RSC chromatin remodeling complex; essential for viability and mitotic growth; homolog of SWI/SNF subunit Swi3p, but unlike Swi3p, does not activate transcription of reporters",NA,5 G_6
MATa-YFR050C,Mat-a,25864,YFR050C,S000001946,850611,PRE4,Beta 7 subunit of the 20S proteasome,NA,5 G_8
MATa-YFR052W,Mat-a,25866,YFR052W,S000001948,850613,RPN12,"Subunit of the 19S regulatory particle of the 26S proteasome lid; synthetically lethal with RPT1, which is an ATPase component of the 19S regulatory particle; physically interacts with Nob1p and Rpn3p; protein abundance increases in response to DNA replication stress",NA,5 G_9
MATa-YGL001C,Mat-a,24369,YGL001C,S000002969,852883,ERG26,"C-3 sterol dehydrogenase, catalyzes the second of three steps required to remove two C-4 methyl groups from an intermediate in ergosterol biosynthesis",NA,5 G_10
MATa-YGL008C,Mat-a,24376,YGL008C,S000002976,852876,PMA1,"Plasma membrane H+-ATPase, pumps protons out of the cell; major regulator of cytoplasmic pH and plasma membrane potential; P2-type ATPase; Hsp30p plays a role in Pma1p regulation; interactions with Std1p appear to propagate [GAR+]",NA,5 G_11
MATa-YGL011C,Mat-a,24379,YGL011C,S000002979,852873,SCL1,Alpha 1 subunit of the 20S proteasome involved in the degradation of ubiquitinated substrates; 20S proteasome is the core complex of the 26S proteasome; essential for growth; detected in the mitochondria,NA,5 G_12
MATa-YGL022W,Mat-a,24390,YGL022W,S000002990,852862,STT3,"Subunit of the oligosaccharyltransferase complex of the ER lumen, which catalyzes asparagine-linked glycosylation of newly synthesized proteins; forms a subcomplex with Ost3p and Ost4p and is directly involved in catalysis",NA,5 H_2
MATa-YGL040C,Mat-a,24408,YGL040C,S000003008,852842,HEM2,"Aminolevulinate dehydratase, a homo-octameric enzyme, catalyzes the conversion of 5-aminolevulinate to porphobilinogen, the second step in heme biosynthesis; enzymatic activity is zinc-dependent; localizes to the cytoplasm and nucleus",NA,5 H_4
MATa-YGL047W,Mat-a,NA,YGL047W,NA,NA,YGL047W,NA,NA,5 H_5
MATa-YGL048C,Mat-a,24416,YGL048C,S000003016,852834,RPT6,ATPase of the 19S regulatory particle of the 26S proteasome; one of six ATPases of the regulatory particle; involved in the degradation of ubiquitinated substrates; bound by ubiquitin-protein ligases Ubr1p and Ufd4p; localized mainly to the nucleus throughout the cell cycle; protein abundance increases in response to DNA replication stress,NA,5 H_6
MATa-YGL061C,Mat-a,24428,YGL061C,S000003029,852819,DUO1,"Essential subunit of the Dam1 complex (aka DASH complex), couples kinetochores to the force produced by MT depolymerization thereby aiding in chromosome segregation; is transferred to the kinetochore prior to mitosis",NA,5 H_7
MATa-YGL068W,Mat-a,24435,YGL068W,S000003036,852811,MNP1,Protein associated with the mitochondrial nucleoid; putative mitochondrial ribosomal protein with similarity to E. coli L7/L12 ribosomal protein; required for normal respiratory growth,NA,5 H_8
MATa-YGL074C,Mat-a,24441,YGL074C,NA,NA,NA,NA,Dubious open reading frame unlikely to encode a functional protein; overlaps 5' end of essential HSF1 gene encoding heat shock transcription factor,5 H_10
MATa-YGL091C,Mat-a,24458,YGL091C,S000003059,852789,NBP35,Essential iron-sulfur cluster binding protein localized in the cytoplasm; forms a complex with Cfd1p that is involved in iron-sulfur protein assembly in the cytosol; similar to P-loop NTPases,NA,5 H_11
MATa-YGL092W,Mat-a,24459,YGL092W,S000003060,852788,NUP145,"Essential protein with distinct roles in two nuclear pore subcomplexes; catalyzes its own proteolytic cleavage in vivo to generate a C-terminal fragment that is a structural component of the Nup84p subcomplex (with roles in NPC biogenesis and localization of genes to the nuclear periphery), and an N-terminal fragment that is one of several FG-nucleoporins within the NPC central core directly responsible for nucleocytoplasmic transport; homologous to human NUP98",NA,5 H_12
MATa-YGL097W,Mat-a,24464,YGL097W,S000003065,852782,SRM1,"Nucleotide exchange factor for Gsp1p, localizes to the nucleus, required for nucleocytoplasmic trafficking of macromolecules; suppressor of the pheromone response pathway; potentially phosphorylated by Cdc28p",NA,6 A_1
MATa-YGL116W,Mat-a,24483,YGL116W,S000003084,852762,CDC20,"Activator of anaphase-promoting complex/cyclosome (APC/C); APC/C is required for metaphase/anaphase transition; directs ubiquitination of mitotic cyclins, Pds1p, and other anaphase inhibitors; cell-cycle regulated; potential Cdc28p substrate; relative distribution to the nucleus increases upon DNA replication stress",NA,6 A_6
MATa-YGL123W,Mat-a,24490,YGL123W,S000003091,852754,RPS2,Protein component of the small (40S) subunit; essential for control of translational accuracy; phosphorylation by C-terminal domain kinase I (CTDK-I) enhances translational accuracy; methylated on one or more arginine residues by Hmt1p; homologous to mammalian ribosomal protein S2 and bacterial S5,NA,6 A_8
